Year,Month,Day,Precipitation,Temperature,Mean temperature,PET,Storage change,Storage,Days used,Days shortage, , ,General data,,Day in year,Day in year no storage,Month,Mean rainfall/month,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,STDEV/Month/2sided
2036,1,1,0,26.10817871,,,,,,,,,,,,,1,29.72190903,0.61421969,0.319681413,5.945166401,1.337221506,12.94953898,0.047460112,0.913774997,0.85143838,0.016878649,132.9231596,132.9766965,0.008824049,188.7294723,0.039329266,0.028173093,214.6858661,136.0601795,0.153597337,4.930139021,7.995768452,0.415402682,1.897761078,0.1692521,0.629311938,0.190545824,0.027372581,2.277669371,44.42019035,0.004468408,0.098711116,30.98227191
2036,1,2,0,27.2736145,,,,,,,,,,,,,2,14.22105803,0.081225266,0.035929521,0.728086824,0.897132709,3.232553865,1.834268847,0.165060321,0.056527441,3.140271708,6.820123768,0.960700327,7.08227616,1.185675876,0.005130236,0.068869131,5.847369589,0.024818679,0.009902677,0.186885804,1.079999284,21.70887851,330.8473801,0.216863087,6.03097174,1.323291734,0.121740726,0.022014642,31.90696871,0.00169522,1.009128365,30.09765961
2036,1,3,0,27.34072266,,,,,,,,,,,,,3,54.79993691,197.7463716,0.58578951,58.93153896,5.028635258,36.99736951,132.6007407,6.899284375,261.2529839,1.070129946,73.91206373,0.014604803,3.979489894,0.635849963,0.141717683,28.10645538,4.363554717,0.382330227,84.72058528,2.17511058,19.67803165,0.344282838,104.4246152,125.5578904,370.8835199,4.330840384,15.23719763,99.63370591,1.624890623,2.725027883,0.013498702,44.33752064
2036,1,4,0,27.3840271,,,,,,,,,,,,,4,218.1442479,205.6304766,584.9021701,264.7070862,145.6292229,333.9584782,564.7406635,49.8971435,114.6270405,363.6265894,50.00964493,153.0888674,46.46789116,50.32219958,485.9291845,213.3471794,162.0415631,34.48484824,12.54661993,137.6514052,84.25036616,157.1033772,50.20360149,135.7562018,81.36533565,423.7417416,173.4773676,55.79337209,82.49818349,774.2177121,552.3119032,100.3693718
2036,1,5,0,27.99065552,,,,,,,,,,,,,5,96.18638045,19.41502715,96.31646666,45.56344494,177.7060072,82.60347196,137.0906106,222.5033633,16.93605183,36.94392759,77.64657061,42.24329943,430.2453074,7.720893783,78.99951194,53.40519197,125.1786024,15.50091814,178.5637243,34.05565147,18.65951362,73.64770108,141.8389708,51.06533953,260.9647768,114.0187135,50.87264403,110.9661998,35.37501935,61.85574893,87.68874325,44.60869583
2036,1,6,0,28.03362427,,,,,,,,,,,,,6,12.3957393,2.999861463,47.53955619,1.614632238,9.155333752,9.194841514,11.68310416,8.786901331,3.433298679,4.964128928,1.625799165,7.477279304,7.235649703,2.836880139,113.0648723,46.94552589,5.442122463,7.999974288,8.059681282,6.642624841,4.926639504,3.364673671,5.923434917,1.920296488,5.237230664,10.6147718,6.49396435,10.97537887,4.625662649,8.639513055,2.448545451,10.93429459
2036,1,7,0,28.24172363,,,,,,,,,,,,,7,3.123956583,1.859898641,4.689599231,5.576268615,4.603476276,1.890492172,3.561713632,2.22635743,2.681624025,1.950796801,1.097296342,6.50503129,3.565237747,2.234653936,2.892055844,8.652734433,1.084367752,2.039247729,3.554593411,2.033761569,1.01426393,1.877721959,1.826642374,2.594300718,6.822550564,2.267969844,1.074166257,2.586812778,3.591647454,3.67393652,3.689478219,0.918722066
2036,1,8,0.460788605,28.27352295,,,,,,,,,,,,,8,5.061905547,2.507093222,6.765232491,4.250475462,4.590199969,4.065009195,4.202386492,8.725579903,2.612064318,26.34836279,2.708902025,3.995624325,5.135730008,1.788177508,5.113667948,5.653775157,3.822696023,11.12397587,5.043956655,3.721130279,3.008142373,4.912899574,1.585237718,2.506735486,2.703089882,1.809933718,4.651311273,2.103591249,2.138120538,4.394755091,4.394828179,2.27195503
2036,1,9,0,27.58117065,,,,,,,,,,,,,9,7.066957693,8.435213438,12.25768095,2.363535829,1.535979511,1.450075043,6.163926912,4.368854956,20.18620425,2.951095541,18.55513347,1.741881476,4.489148164,176.0023887,5.787363625,19.9693464,12.54648634,1.655458285,1.690151188,8.790659281,2.372459565,38.08953075,1.159876584,0.798649016,12.08549319,3.632339218,4.225585865,4.252383936,4.858658034,2.148294605,1.659087858,15.92923959
2036,1,10,0.153431085,27.13945923,,,,,,,,,,,,,10,115.8651562,65.58872698,229.6161307,138.3633906,137.6919615,77.43611326,95.34945484,83.29659951,55.2107062,118.5058454,130.5355081,89.20974041,133.9978873,176.0023887,84.77825666,95.21826438,55.63846975,55.90844034,111.9687464,109.9956135,120.123092,142.12,49.46309592,95.04032731,97.46161163,188.0790847,96.53060501,166.0623632,248.5228453,103.4394072,124.8000097,24.29330235
2036,1,11,0,27.20760498,,,,,,,,,,,,,11,94.30575378,47.02480875,312.0951526,53.88689622,96.19996258,177.557977,88.2985014,28.73201999,74.5959604,12.70774263,132.2394089,58.93202734,90.28914971,48.36565373,50.3915604,157.3209276,30.03854438,6.888171551,68.40724187,83.19408488,75.47124341,319.2540161,26.32781749,31.17094401,26.72516842,209.3243089,67.76766829,149.7633385,78.23980458,63.06638416,164.8961275,39.42013854
2036,1,12,0,27.56481323,,,,,,,,,,,,,12,37.48670694,6.989290329,202.2623152,65.06343527,27.76131805,0.998069043,71.53358943,13.45415467,84.51153321,5.223888979,73.51425876,0.113264485,58.83659957,3.556737436,1.649484875,14.43941252,1.538389519,1.23286522,26.47538198,40.95331687,9.396942255,47.61696844,2.822729736,0.163066823,20.80224059,28.52318559,62.76710887,97.84577221,0.078897335,0.112940689,154.3640503,24.33557313
2036,1,13,0,27.7321106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,14,0,26.66835938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,15,0,25.41469727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,16,0,25.09005127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,17,0,25.61202393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,18,0,25.62972412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,19,0,25.32793579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,20,0,25.33999023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,21,0,25.76793823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,22,0,25.62859497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,23,0,25.04165039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,24,0,26.06066284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,25,0,27.48583374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,26,0,27.6725708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,27,0,28.01766357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,28,0,28.26131592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,29,0,27.74996338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,30,0,27.58568726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,31,0,27.41906128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,1,0,28.23214111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,2,0.000406314,27.59572754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,3,0.000359975,26.55355225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,4,5.39E-05,25.85408936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,5,0,25.77858887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,6,1.25E-05,25.6696106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,7,5.74E-05,26.31603394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,8,0.000201018,27.60491333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,9,0.00043379,28.01796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,10,0,27.56636963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,11,0,26.55324707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,12,0,25.8272644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,13,0,25.90224609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,14,5.78E-05,26.68764648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,15,0.00182566,27.28795776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,16,0.003456731,27.99883423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,17,0.000937397,28.10134277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,18,0,27.60012207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,19,0.000208949,27.27657471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,20,0.000772246,27.44494019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,21,0.001605519,28.03511963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,22,0.010876283,28.856073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,23,0.04085155,28.77840576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,24,0.002459816,28.01864014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,25,0.013480588,27.86010132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,26,0.000691375,27.44295654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,27,0.000558715,27.03197632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,28,0.00029067,27.56075439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,2,29,0.00162707,27.98742065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,1,0.107440358,27.324823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,2,0.058326888,26.76586304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,3,0.012324516,27.01778564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,4,0,27.4477478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,5,0,27.46682129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,6,0,28.81234131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,7,0.010432359,28.44524536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,8,0.007159918,28.04046021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,9,0,26.68032227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,10,0,26.45150146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,11,0,26.92366943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,12,0,27.71523438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,13,0.012160184,28.53966675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,14,0,29.58895264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,15,6.966833817,29.79058228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,16,2.590145753,30.23397217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,17,0.054660407,28.89577637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,18,0,27.69191895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,19,0,27.71685181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,20,0,27.59859619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,21,0,27.46264038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,22,0,28.3795105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,23,0,29.0161377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,24,0,28.70855103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,25,0,28.26320801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,26,0,28.5475708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,27,1.670791424,28.91564331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,28,35.8189241,26.33373413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,29,71.05714325,25.69933472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,30,52.65121814,24.31765137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,3,31,26.72881046,24.26619873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,1,0,25.71630249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,2,0,26.13536987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,3,11.89368297,26.02379761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,4,6.527743838,25.71206055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,5,0,25.86092529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,6,0,25.94274292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,7,18.62864317,24.84490356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,8,25.68809241,22.86730347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,9,19.51790233,23.67287598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,10,6.155978353,23.91265259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,11,0,24.77269897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,12,0,24.61876831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,13,0,24.51311646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,14,0,24.62386475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,15,0,25.24099121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,16,0,25.94918213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,17,0,26.3605896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,18,0,26.81792603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,19,25.47058705,24.7187439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,20,18.97268048,24.45101318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,21,0,24.91967163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,22,0,24.73061523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,23,0,24.97057495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,24,0,25.27669678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,25,0,25.37532959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,26,14.91438299,24.38585815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,27,10.64167684,25.05425415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,28,12.72387989,24.92226563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,29,15.75096566,24.21303711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,4,30,18.74426063,23.82677612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,5,1,0,24.34227905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,5,2,0,24.2385498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,5,3,0,24.26784668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,5,4,0,24.41045532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,5,5,0,24.89034424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,5,6,2.711636305,24.80126343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,5,7,0,25.05074463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,5,8,0,24.97832642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,5,9,0,24.81331787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,5,10,5.481005274,24.580896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
