Year,Month,Day,Precipitation,Temperature,Mean temperature,PET,Storage change,Storage,Days used,Days shortage, , ,General data,,Day in year,Day in year no storage,Month,Mean rainfall/month,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,STDEV/Month/2sided
1970,1,1,0,23.0753418,,,,,,,,,,,,,1,0.304886186,0,0.0000137,0.000284298,0.160631148,0.00009673,0.48947984,0.004674904,0.000676429,0.35094424,0.000757468,0.722233939,0.074116117,0.036505556,0.229275093,0.000855494,0.00527938,0.006604585,0.015413629,0.019199194,0.004902921,0.0000672,4.642305143,2.171544471,0.005054835,0.003642601,0.009038385,0.000692615,0.143497265,0.048771097,0.0000273,0.459303454
1970,1,2,0,22.6196228,,,,,,,,,,,,,2,1.265765238,0.002204886,0.000898683,0.40098306,0.003534595,0.000119149,0.448891923,0.015088078,1.037094474,9.482846141,1.875760645,2.849242094,0.030494247,0.002601583,18.05723231,0.007669026,0.119337375,0.434298003,0.000257609,0.000197191,0.000016095,0,1.526336603,0.017876568,0.03486369,0.002503315,1.349518945,0.028651027,0.189910037,0.054477591,0.0000522,1.822734951
1970,1,3,0,21.94225464,,,,,,,,,,,,,3,6.549077524,0.121256275,1.043216636,15.53146719,2.004953386,0.108997219,0.032772036,3.80317982,3.89788349,0.036411457,9.226025571,1.28205238,0.540045833,1.879549695,1.247475246,0.222773614,4.920501005,9.323591867,12.46828978,17.16722436,15.80944452,18.42784793,0.009709567,2.845583337,2.772224634,7.594757387,0.008030887,0.00004996,20.12444042,37.98711212,6.03545811,4.345273324
1970,1,4,0,20.22155151,,,,,,,,,,,,,4,24.38512854,31.56749625,17.6773571,41.58677026,27.77352553,27.54220627,6.626955606,16.67220576,34.60002387,23.58458592,22.80534615,27.51617072,28.47383124,3.262269124,25.12613578,42.50818606,14.85433976,6.188519697,36.42402637,23.12583766,29.66823295,49.25355722,17.28615398,15.85917457,51.06804144,15.3968729,4.523022804,14.40973249,25.72278657,32.36688056,18.08361149,6.178267131
1970,1,5,0,18.20791016,,,,,,,,,,,,,5,74.51915626,55.05588556,70.41371106,87.59745096,64.84966256,29.8871801,83.56715353,95.04997134,48.49494731,74.36858865,60.41769966,46.65216441,76.73039282,97.83222653,55.74209669,78.73980281,97.257874,78.05404788,59.90398791,59.69102638,43.6043207,115.3810608,115.7310721,46.23827358,80.15640647,79.51094408,45.51189262,121.8270933,123.3587612,76.191767,67.7572259,12.24172928
1970,1,6,0,19.33413086,,,,,,,,,,,,,6,112.3683378,42.12095422,117.4477008,79.38426624,76.98466022,99.28511592,115.015516,106.5080421,78.59212355,148.6110398,97.68194477,92.86557015,85.92411425,126.0650244,96.52474393,114.3505129,178.1831407,75.24785239,104.9369283,93.77277989,31.16046395,142.3344544,88.60214086,128.4648892,123.4235568,173.3083105,140.8614355,213.9154165,135.0858111,107.738662,156.6529624,19.38507143
1970,1,7,0,21.99822388,,,,,,,,,,,,,7,182.2533257,147.6422797,151.771511,147.1119499,271.6979297,133.5943104,189.5530008,182.1568908,193.1179506,205.7547165,133.2190218,168.4711354,172.3581423,123.2367109,134.8185086,164.6375528,81.22583959,169.9392095,244.4729011,183.04899,133.4907888,162.4835546,244.1525074,181.1298302,241.300889,190.9220951,176.5920548,251.4946489,223.0840516,299.181841,165.9389589,24.21428933
1970,1,8,0,23.36132202,,,,,,,,,,,,,8,225.18207,257.0587997,162.3331362,191.8979951,170.9979928,235.1965427,224.0110283,235.0939736,172.2116599,181.6716766,184.636073,296.9015265,167.5317793,134.3716239,279.6724334,137.5466979,220.8133876,240.4963524,277.5684343,233.5020588,201.8301245,208.4881774,289.6733628,281.9685888,173.6805794,395.9291849,267.1961491,263.7884332,247.5525479,162.5025207,148.9826861,29.22606109
1970,1,9,0,23.3494812,,,,,,,,,,,,,9,139.8434152,59.48904281,118.2166591,102.8862545,103.7159897,174.421346,160.017436,129.8514841,94.6794581,151.8901642,130.2664674,109.3427112,128.1381848,19.62886594,129.8413987,224.6368706,121.3274097,113.1115275,136.4313631,56.32860905,148.5422393,130.6572616,181.2731744,171.1887846,211.252704,167.3737124,97.77687674,162.8945886,140.0397202,169.6898071,235.6495868,23.68529996
1970,1,10,0,21.48348389,,,,,,,,,,,,,10,42.39063377,15.094364,90.63723139,23.36687216,61.93861527,29.300151,15.91099516,36.17592623,54.03382496,35.72913875,21.98216615,43.09748563,24.09826082,19.62886594,39.04789126,58.77107013,60.03943535,63.8276287,40.01467622,41.5453317,46.00892774,55.10568126,35.32991518,23.68515775,78.63544256,19.50303211,62.08138585,18.90400253,55.93361251,42.76168342,59.53024125,9.765896975
1970,1,11,0,20.74804077,,,,,,,,,,,,,11,2.517130444,0.000000224,3.580159054,3.201225213,4.785518325,4.727687593,1.539875266,2.19181783,0.980096427,0.579059053,0.613026678,0.058049283,0.921071357,2.64965216,0.318957065,3.068304306,1.404402904,0.009441622,0.129570242,5.628616875,1.778935677,0.027056685,1.975841699,3.647938897,2.149801586,6.838165736,6.498120621,0.655163997,3.731920554,4.783863109,7.040573295,1.094426934
1970,1,12,0,22.58306274,,,,,,,,,,,,,12,0.886853008,2.389105697,0.344574912,5.516393519,0.041482121,0.007331611,0.07233432,0.001715953,0.166318699,0.001935541,0.28572485,0.005032734,15.62363706,0.52783758,0.018492402,0.000449029,0.397039725,0.076922238,0.057451917,0.001518169,0.00006879,0.672709926,0.00001329,0.002105724,0.067936827,0.011463738,0.038746138,0.04755389,0.004332635,0.000104326,0.225256864,1.490874279
1970,1,13,0,23.94564209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,1,14,0,24.41027222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,1,15,0,24.84365234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,1,16,0,25.05196533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,1,17,0,24.76189575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,1,18,0,24.38094482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,1,19,0,24.34099731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,1,20,0,23.00026855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,1,21,0,22.26415405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,1,22,0,22.40633545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
